"authorMeta.avatar","authorMeta.name","text","diggCount","shareCount","playCount","commentCount","videoMeta.duration","musicMeta.musicName","musicMeta.musicAuthor","musicMeta.musicOriginal","createTimeISO","webVideoUrl"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b05ec382b6929f70593af1c37d99dff0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=53192360&x-expires=1745582400&x-signature=BNJlrvzWbGxbzHGlDT3%2F1wvD4X0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","brwn.irl","El Nido de Quetzalcóatl By Javier Senosiain #mexicocity #cdmx #parquequetzalcoatl No, you viral repload accounts cannot use this video. Please stop asking.","2000000","191100","7100000","5167","24","Birds Sound","Calming Bird Sounds","false","2025-04-20T23:36:54.000Z","https://www.tiktok.com/@brwn.irl/video/7495543315132173610"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6c5a79790a17f8efa849c4b647d8dfa6~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=7c70ce5a&x-expires=1745582400&x-signature=uFtuJ4cFUUfaNbyr6stXr4%2FuSR0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","vadimka.a_","#bershka ","136400","10500","723100","128","25","Wouldn't You Like to Ride","Kanye West & Common","false","2025-03-29T07:02:00.000Z","https://www.tiktok.com/@vadimka.a_/video/7487123158676425989"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7374572048101703686~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=c24b9648&x-expires=1745582400&x-signature=sMjKQHO8%2FYw4CDQT1OvsA7qTg%2FY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","alex._.k","insulini - Rumba Alienígena  #fyp #music #viral #fpy #yo #fyppppppppppppppppppppppp #musica #fypシ #Viral #rolitas #parati","2300000","740500","22000000","19800","27","sonido original - Alexk","Alexk","true","2024-12-17T14:38:28.000Z","https://www.tiktok.com/@alex._.k/video/7449390138460802310"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4f6d91ec9760bda9a3d9ad87569f9ea4~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=332ea37d&x-expires=1745582400&x-signature=TSzaG1W5%2FP0tbBLS%2B5gYDzEna9c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","_lortinkyy","@Viral ","2800000","186700","14300000","7262","12","original sound","corteney","true","2025-04-18T02:20:18.000Z","https://www.tiktok.com/@_lortinkyy/video/7494472214851390762"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/47d40bd5292b11fde4f047b332d00aff~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=09ee8585&x-expires=1745582400&x-signature=ys8iSJN05aWTQfiwuLwaC8ZO%2B%2Fg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","buzzerstory881","POV:#fyp #foryoupage#viral#trending#explorepage#filmreels #movielovers Series 876","2300000","93400","51000000","9678","59","original sound - buzzerstory881","buzzerstory881","true","2025-04-08T10:10:08.000Z","https://www.tiktok.com/@buzzerstory881/video/7490881737203993888"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/59409e2940a1c08272a7f56f7e980bd3~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=5f0128f3&x-expires=1745582400&x-signature=sNI59Kt%2BVqWOsS7xfSw6WnCKEGA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","k8ehazel","@Ariana ","2100000","19700","13200000","2625","8","gilmore lala","","true","2025-03-25T22:41:29.000Z","https://www.tiktok.com/@k8ehazel/video/7485880872395115819"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7345314160105750571~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=2d62c11e&x-expires=1745582400&x-signature=By8XLshMX%2FfU7kh3FQXXv7LlhLI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","seanieseann","My mom Andrea went viral 2 years ago for crying at Kendrick’s Grammy’s win. Sunday night she genuinely could not have been more excited to see K.Dot play the Super Bowl. She thought the artistry was exquisite and song choice and message were perfect for our times. 10000000000/10. . . #fyp #kendricklamar #superbowl #halftimeshow #kendrick #momsoftiktok #foryou ","2800000","119600","16200000","35300","79","original sound","seanmarie 🦕","true","2025-02-11T13:43:52.000Z","https://www.tiktok.com/@seanieseann/video/7470156665900289326"
"https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cabd75606eebd30c409f0060d7c74023~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=39272c68&x-expires=1745582400&x-signature=bijdx%2FG6Phm%2FVsxd5evS6vhqzdE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","danieljubnelson","Miau miau #fyp #viral ","3300000","757400","46200000","44500","15","som original","Danieljubnelson","true","2024-06-22T21:34:30.000Z","https://www.tiktok.com/@danieljubnelson/video/7383444194725006597"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/64f5a978831dc4f00d693d23d4874e23~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=3d77d501&x-expires=1745582400&x-signature=8vYaPWmbTRsftp0OntSQe09zcbs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","eesstherlee","the only mac and cheese recipe you’ll need for thanksgiving 🤎  shoutout @Tini👩🏼‍🍳🔥 for the recipe!!  ingredients:  1 lb pasta (cavatappi) 1 lb mozzarella 1 lb colby jack ½ lb sharp cheddar 1 tsp garlic powder 1 tsp onion powder 1 tsp smoked paprika  1 tsp chicken bouillon powder 3 tbsp unsalted butter  3 tbsp flour  12 oz evaporated milk  2 cups heavy cream  1/2 tbsp Dijon mustard  #macandcheese #macandcheeserecipe #macncheese #tinismacandcheese #colbyjack #thanksgiving #thanksgivingrecipes #cookingasmr #fyp #fypシ ","4000000","655200","53600000","22400","104","10 minutes! Fashionable and bright jazz piano(1127989)","nyansuke","false","2024-11-13T01:26:26.000Z","https://www.tiktok.com/@eesstherlee/video/7436569145677778218"
"https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/11c224f92bff7f7d4b1be5e979a7dffa~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=3fb69999&x-expires=1745582400&x-signature=FFwMlvpGbCx%2Fhkterxpr3inCv1k%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","worldislam88","","42500","1366","1800000","274","151","orijinal ses","viral","true","2025-03-28T10:38:22.000Z","https://www.tiktok.com/@worldislam88/video/7486807866859523351"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7938d410212e23bbd0accffa97db3ff6~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=9d5efdb9&x-expires=1745582400&x-signature=GcAhmUnGF4XqlbxuxbC3EJW%2BZls%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast5","greysmcs","finally #greysanatomy #foryou #greys #fyp #meredithgrey #trending #xycba #foryoupage #ellenpompeo","12900","303","60400","13","19","Chasing Cars","Tommee Profitt & Fleurie","false","2025-04-23T10:47:59.000Z","https://www.tiktok.com/@greysmcs/video/7496458573451398408"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/0dd735275c51866fdd5389aff6bfc9cf~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=1671c4f0&x-expires=1745582400&x-signature=8A5hS4X3hAqeWgboaiSLXThprYE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast5","physicaltwinsofficial","I thought i was punishing my twin for being late but She just Enjoyed the punishment insteady🤦‍♀️🤣🙌😻🇺🇬🇦🇪🇺🇸#physicaltwins #fypシ゚viral #foryou #foryoupage #trending @Physicaltwins ","759","12","6715","18","31","original sound","Wendy Shay","true","2025-04-23T10:52:03.000Z","https://www.tiktok.com/@physicaltwinsofficial/video/7496459618734902535"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/a2027a5c4c070b8d9d20bd9669d79803~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=581c05f1&x-expires=1745582400&x-signature=GD9riJo%2F8qfT0HYvDixwd62Y1jo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=f20df69d&idc=useast5","cheeta450","Pa mang pase lagya de sha 🔥✌️#CapCut #realcheetah🐯 #cheeta450 #trending #tiktokgaga #pashto @imrancheetah804 ","11500","46","92000","1051","14","original sound","🦅MALAK🦅","true","2025-04-23T10:35:39.000Z","https://www.tiktok.com/@cheeta450/video/7496455392528993544"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e7e03dd6e0f6d220af7cd3f2c5723fb2~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=496e6b80&x-expires=1745582400&x-signature=F%2Boaw9SEK33ZR%2BDrlXprnRumqS0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast5","thairath_news","เปิดเอาไปดื้อๆ! เตือนภัย โจรหื่น ย่องฉกกางเกงในชาย คาตู้ซักผ้าหยอดเหรียญ #ข่าวtiktok #เตือนภัย #โจร #กางเกงใน #สมุทรปราการ #trending #trendingnow #คลิปโซเชียล #ไทยรัฐทีวี32","636","297","28200","25","172","เสียงต้นฉบับ - Thairath","Thairath","true","2025-04-23T11:20:13.000Z","https://www.tiktok.com/@thairath_news/video/7496466884892577032"
"https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/00bfa657d46644391e513e2c80624bab~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=829d7ca9&x-expires=1745582400&x-signature=bHVm02GThi1Xm7AdMmXTTr6HAGU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=f20df69d&idc=useast5","la_ptite_00","#fyp #foryou #slowedandreverb #slowedsongs #slowedaudios #song #songs #audios #editaudio #thissong #speedsongs #speedup #spedup #la_ptite_00 #viral #pourtoi #trending #aesthetic #music #tik #tok #parati #slowed ","2061","17","19500","5","20","suara asli","𝟑𝟎𝟑 𝐌𝐨𝐢𝐧𝐧.","true","2025-04-23T10:56:53.000Z","https://www.tiktok.com/@la_ptite_00/video/7496460857619107094"
"https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/88d82abb39d521b6a03e688086a973db~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=ced43ac7&x-expires=1745582400&x-signature=hysJ%2FjSeRV6cHnCy0yXZL0TFdVs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast5","yan45giay","Bắt gặp cảnh Thủy Tiên mua chim về phóng sanh nhưng treo chúng ở gương vì sợ bẩn xe khiến mọi người hỏi chấm #YAN #yan45s #tiktokgiaitri #tiktoknews #trending #phongsinh #thuytien","690","34","42300","44","69","Fashion Chill","TT","false","2025-04-23T11:30:46.000Z","https://www.tiktok.com/@yan45giay/video/7496469483020717330"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7333380642363441157~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=5f11d55b&x-expires=1745582400&x-signature=XoC5x71cJKeAH%2BuU8mVDrMJDxuk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast5","twincity","This is fun ❤️ Dc @Eldonjcl 🔥 #twins #dance #trending #foryou ","517","7","4129","12","16","Here Salako Remix","𝑺𝑨𝑳𝑨𝑲𝑶 ⚜️","true","2025-04-23T10:30:30.000Z","https://www.tiktok.com/@twincity/video/7496454070719302930"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/6befb4fde2a21392a69c24643d53c1dd~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=07bb854c&x-expires=1745582400&x-signature=zAV%2BjP4QsYA4ssrBDtAIg5FKCE0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast5","patroli.indosiar","Yaelah kok gak tobat-tobat bang, malah sekarang begitu lagi..hadehhh😴 #patrolifiles bersama @243spb  #patroli #patroliindosiar #newsindosiar #beritaviral #fyp #fypage #fypシ゚ #fypdong #trend #beritatiktok #viral #trending #berita ","137","1","8256","7","65","suara asli - Patroli","Patroli","true","2025-04-23T11:37:06.000Z","https://www.tiktok.com/@patroli.indosiar/video/7496471228962671879"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/c8dea2d2602b2da76a2be7ad84bbae55~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=182901e2&x-expires=1745582400&x-signature=rbOhvSt4%2BZi2RCGQhChZyrUyvGs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast5","lx__sakilbro82","foryou হবে😫🤞#viral #Lxsakilbro #foryou #trending #fyp #viralvideo @🎀ŇÚŠRÂT–JÂHÅŇ🎀 ","645","22","6330","65","15","original sound","𝙅𝙐𝙏𝙏 𝙃𝙊𝙤𝙣 𝙔𝙖𝙖𝙧","true","2025-04-23T11:29:12.000Z","https://www.tiktok.com/@lx__sakilbro82/video/7496469196126162194"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/92b8c0b97bbac1c2e31d5ff8ae69a9c2~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=284eb2e0&x-expires=1745582400&x-signature=ZBN6Ys4PXroKSXZ8ITO5BthaZkg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=useast5","utusantvofficial","23 APR 25: 📍Bandar Utama, Petaling Jaya. 📽 milik @dianamahdzir #trendingnewsmalaysia #fyp #beritaditiktok #ikanpuyu #pj ","4172","627","187100","101","11","original sound - UtusanTV","UtusanTV","true","2025-04-23T10:04:56.000Z","https://www.tiktok.com/@utusantvofficial/video/7496447479085387015"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/299c52927e6d6744f5ab1adec102679b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=7c144081&x-expires=1745582400&x-signature=0bkAhic43lThblk7siWbk8OZbeY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","axnyyutax","@sosamuzik300 #fyp #fouryou #fup #концерт #платина #мюнхен #fyp ","65","0","681","0","17","оригинальный звук","тгк:аикснюта","true","2025-04-23T11:49:19.000Z","https://www.tiktok.com/@axnyyutax/video/7496474369955351863"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d38ca8a6578b9ed5ee664cb9e03b1b02~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=1af7f725&x-expires=1745582400&x-signature=qQXFG9%2FpPeE8TzC63VyzNd9Ph2o%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","the_flower_of_scotland","VS","503100","1851","5000000","782","11","оригінальний звук","Британская империя","true","2022-05-11T06:42:46.000Z","https://www.tiktok.com/@the_flower_of_scotland/video/7096365552612035845"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a759c195020293b6f567ebd74084cdf0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=6614ee87&x-expires=1745582400&x-signature=kmPo0jfNmnowlOfTDpq4uN5tTaQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","n.a.s.t.u.w.u","pivo vkusno #fyp #fypage #рекомендации #emo #эмо #лублу ","52","3","806","1","11","Save the World","We Are Not Friends & Nextime","false","2025-04-23T11:48:00.000Z","https://www.tiktok.com/@n.a.s.t.u.w.u/video/7496474041390206215"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7374572048101703686~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=c24b9648&x-expires=1745582400&x-signature=sMjKQHO8%2FYw4CDQT1OvsA7qTg%2FY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","alex._.k","insulini - Rumba Alienígena  #fyp #music #viral #fpy #yo #fyppppppppppppppppppppppp #musica #fypシ #Viral #rolitas #parati","2300000","740500","22000000","19800","27","sonido original - Alexk","Alexk","true","2024-12-17T14:38:28.000Z","https://www.tiktok.com/@alex._.k/video/7449390138460802310"
"https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b8720838234c87a846f74369ac34f406~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=c5e066e2&x-expires=1745582400&x-signature=nYdHCqP4l4m1L7uyysDZT0tR%2FQk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","annetkaaa196","#fyp #рек","39","3","646","0","12","парабудидабудидабудай","дашуля","true","2025-04-23T12:10:53.000Z","https://www.tiktok.com/@annetkaaa196/video/7496479940037070087"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/43e578f7713159c416fe43c934c69ff1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=4b6e0a9d&x-expires=1745582400&x-signature=oBn0OZejkoFDhRCLOcIkei1CC30%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=no1a","usimmango","","7900000","32100","71700000","30900","15","What You Won't Do for Love","Bobby Caldwell","false","2024-02-12T21:47:40.000Z","https://www.tiktok.com/@usimmango/video/7334835348058443051"
